,0
172,0.0001303514790693742
173,1.3947455924884437e-05
174,5.1185171713092264e-05
175,0.00016231573617688774
176,5.393048469672282e-05
177,2.483508545270063e-05
178,6.61391460563382e-05
179,7.927810431083826e-05
180,3.7753269663524515e-06
181,4.4795614405230916e-05
182,0.00021519740553215856
183,0.00015479458650993752
184,0.0003480781630601236
185,6.485696045285462e-05
186,4.3835214379742504e-05
187,0.0006117703260361742
188,0.0002537668188779341
189,0.000693888972404522
190,8.038078675601477e-05
191,3.805474542683232e-05
192,1.2436898001982818e-05
193,3.8793915062981144e-05
194,0.0002476170816064111
195,0.00023553678175007765
196,0.00011754002371810675
197,0.00011374246354561732
198,8.144441220729704e-05
199,8.972577061651987e-05
200,9.427559569566135e-05
201,6.760050754332498e-05
202,7.191051629829339e-05
203,0.0001222748791994679
204,7.814589408596639e-05
205,0.0010340455647862767
206,7.863159618696386e-05
207,5.8796802745803706e-05
208,0.00011672066376354164
209,0.00010997700554051994
210,8.442089979007087e-05
211,2.4481427281592163e-05
212,5.9795536424904515e-05
213,4.778904909962749e-05
214,8.052536515988527e-05
215,0.00018541000116110482
216,4.480800251693763e-05
217,0.0003435946396301225
218,0.0006456832970470793
219,3.1023496117736686e-05
220,0.0013386752490800965
221,0.00010006027070132984
222,9.387120560598607e-06
223,0.00010290285356886091
224,8.465954647508593e-06
225,0.0007540872304302139
226,0.00021382262935899904
227,0.00013420848617644643
228,0.00023921204693927138
229,2.3593815819877852e-05
230,6.808337287929133e-05
231,0.00043274428218463426
232,0.0005347917924698306
233,0.00017116917922002566
234,0.00044218823849501696
235,0.00037170361608621766
236,0.00020715455031047333
237,8.19393311960451e-06
238,0.0002852768129996538
239,0.0014976029886426957
240,0.0002907754178964183
241,4.122328271323478e-05
242,7.685029719192207e-05
243,5.0475485342385815e-05
244,7.88749219545511e-05
245,4.452510138605231e-05
246,7.228955800217226e-05
247,4.818175508952624e-05
248,1.2683155006554865e-05
249,1.624769355772235e-05
250,0.00020963147142533716
251,0.000128832464818339
252,0.00011662593615007136
253,1.498159497937844e-05
254,2.3895807742669e-05
255,2.5845958835180633e-05
256,1.118378501373225e-05
257,0.0013082186337881648
258,0.00036123905074365403
259,5.9489268549410424e-05
260,0.00016532468067800978
261,1.7683544805476086e-05
262,4.949713890073972e-05
263,5.9330862097704425e-05
264,4.920054873950362e-05
265,2.6327520313578427e-05
266,0.0001027779438723205
267,3.64164473843876e-05
268,3.303394507759936e-05
269,4.066421947152674e-05
270,1.52887102774637e-05
271,0.0018727043504849438
272,4.917458154385486e-05
273,0.00013844304032625563
274,0.00018152419126994324
275,7.375475907223222e-05
276,0.0006008477009119281
277,0.00019549515382264983
278,0.0002639380976064276
279,3.483858632345559e-05
280,0.00026509944098606665
281,0.0003365804055256473
282,0.00033290181840430014
283,3.150974455611236e-05
284,0.0001413117387188794
285,2.6944066134124877e-05
286,0.00011699362038212293
287,9.072434503151628e-05
288,0.00019340168147041683
289,0.0004806102764578901
290,4.4516008494790245e-05
291,0.0002869886998456113
292,7.760206826934228e-05
293,7.103398799770976e-05
294,6.309955218415138e-05
295,7.711161557211132e-05
296,1.0556905569816264e-05
297,6.595335239709172e-05
298,7.55407360981855e-05
299,1.0350591953487522e-05
300,3.49459128986987e-05
301,0.00014159887532289023
302,9.26604428891783e-05
303,0.00011175043158445838
304,1.8164125236410297e-05
305,0.00027953063375121286
306,0.00012638621839297732
307,0.00013015432626882072
308,0.00022309302719613578
309,2.1628317537455254e-05
310,7.080337012513335e-05
311,0.00010605553133663485
312,5.125463878052637e-05
313,0.0001909444818298706
314,7.052212169379671e-05
315,1.79539376968929e-05
316,2.5658051485818136e-05
317,2.3498367470123406e-05
318,5.036890616937301e-05
319,3.9690373156087526e-05
320,8.796350501883284e-05
321,3.6440510852641103e-05
322,0.00018001399959868952
323,2.6721543890806816e-05
324,0.0004948447129232756
325,0.00010100315089406463
326,0.00011414167268769493
327,2.0141210532252617e-05
328,1.0063900593786171e-05
329,1.065684995920706e-05
330,2.9888860701555132e-05
331,0.00032244225111926025
332,6.997191336089744e-05
333,0.00020814669560240565
334,0.00023324187920674956
335,6.488118369302221e-05
336,0.0003351624350171321
337,4.812419234340725e-05
338,0.00023390071385761188
339,0.00014284396199886723
340,0.00025355666898563896
341,0.0009117069558980827
342,9.173143812556189e-05
343,1.2153454315719902e-05
344,6.500950529417349e-05
345,0.00033027456755795623
346,0.0010248357316121187
347,0.0010788020366949312
348,1.0779001560463331e-05
349,0.00021291033717307474
350,0.00011292564167316219
351,5.839945575167059e-05
352,2.0372515267011754e-05
353,8.467325243573423e-05
354,0.00015531114742949468
355,0.0001299645245459381
356,8.068390213999496e-05
357,4.2177524625102766e-05
358,8.918562244450839e-05
359,4.255907792254937e-05
360,4.560311305741811e-05
361,0.00020885560639877164
362,0.00017954429726012286
363,0.00012121016871648436
364,6.403635768489059e-06
365,2.3215408804891974e-05
366,0.00015519727884657377
367,1.0092231513039643e-05
368,9.41365140134343e-06
369,0.00013450506893297666
370,1.9799925159093674e-05
371,4.69164260336297e-05
372,0.00018302052748008578
373,6.905657393112951e-05
374,0.00015042350023738342
375,5.4524440861124586e-05
376,1.813983694790775e-05
377,7.393619000204821e-05
378,3.285315098629944e-05
379,0.00021363812615976635
380,4.4090674563749083e-05
381,6.912005308693359e-05
382,0.00020728454691780547
383,1.7985868483314227e-05
384,2.1199500951107603e-05
385,0.00018932152470613116
386,7.938735128228232e-05
387,9.827317884093935e-06
388,0.0006072025818674003
389,0.00027789248361864374
390,1.5352974385138575e-05
391,3.913229808617997e-06
392,0.00027965919792587857
393,0.0005707855716647679
394,0.00019332903766022556
395,0.00047824639863895777
396,0.0002711306229713889
397,0.00041599192811526357
398,6.122036825945297e-05
399,9.758323437319276e-05
400,0.000316171356277872
401,6.260437606996388e-06
402,1.2964032914121471e-05
403,3.11240428790377e-05
404,0.0002832636643872515
405,0.00013272291517060547
406,9.148897535311581e-05
407,0.0002930414580716209
408,6.617637595392597e-05
409,6.40956935089936e-05
410,2.79781529454588e-05
411,2.084036551480437e-05
412,0.0003482758265221716
413,2.37460658751227e-05
414,0.00019034965663365137
415,1.2001923854165985e-05
416,1.3653021382759237e-05
417,0.00046478756415870416
418,2.0320639033789543e-05
419,0.0003082548016256681
420,6.0020382507262265e-05
421,6.538977479506619e-05
422,3.0428317553657802e-05
423,3.421284220565441e-05
424,4.779893827454833e-05
425,2.9614324504136545e-05
426,8.41763950363353e-05
427,0.0003447700771100668
428,0.00013805036753318758
429,0.00015879986417870998
430,0.0004812340426723009
431,0.0002003355734477738
432,2.7794402021881824e-05
433,7.872554696376954e-05
434,1.2479513250454006e-05
435,0.000128987729272416
436,0.0004284998042643421
437,0.0002497483865814247
438,0.0004282255530666729
439,0.00011314699920351647
440,0.00031772906699735205
441,0.00021803797165634086
442,0.0003602837960918643
443,4.0706413654097906e-05
444,4.1667564371237724e-05
445,6.134759642666353e-05
446,0.000157470087307032
447,0.0005420900309297788
448,0.000170527387180138
449,7.224501245539157e-05
450,0.00025971274893674915
451,2.503223507121451e-05
452,3.7659861768723106e-05
453,4.533465265651857e-05
454,0.00011607083719133376
455,3.1303774425737264e-05
456,0.0001943628966022049
457,3.348352327991075e-05
458,3.218369728782677e-05
459,0.00024493780206193936
460,0.0001381241044556343
461,2.1241377208734133e-05
462,0.00011528759578820676
463,2.9862473051210267e-05
464,0.00021259160066456739
465,1.4371708258725e-05
466,0.0003036843755106025
467,3.0409501732251774e-05
468,0.00023461706404533285
469,0.00012146722173865208
470,2.6559537704987687e-05
471,0.0002559640756477992
472,6.6410079126704e-05
473,7.510079282144833e-05
474,7.481889583342868e-05
475,4.486205079545554e-05
476,2.606632423370447e-05
477,4.7743859382890256e-05
478,1.9712781699091362e-05
479,0.00022836935810063944
480,0.00035142716115331164
481,0.00151272816093859
482,3.900573493171956e-05
483,0.00012416461792650119
484,0.00021237118767483546
485,0.0006268581847563356
486,6.336448181032567e-05
487,0.00018364198053749092
488,0.00010706421455376613
489,0.000790952280968539
490,0.00031886724374542046
491,9.548761508445927e-05
492,0.00021962172027425357
493,0.00022923920555625643
494,0.00026132126553811896
495,4.3747219162017066e-05
496,0.00012851733504708876
497,0.0002721747189053329
498,5.146107141666267e-05
499,1.6525788435194247e-05
500,2.284773728511221e-05
501,8.926003700560985e-05
502,0.0002416610115258922
503,0.00021669219606085214
504,0.0007253811015179001
505,0.0002525332210458532
506,0.00021800802116898646
507,1.4364026730225912e-05
508,2.7129246019045973e-05
509,8.191443045576193e-05
510,2.769201683284062e-05
511,3.2040245747608784e-05
512,7.840295415436343e-05
513,0.000623237306471999
514,4.463528125487579e-05
515,8.240235783527662e-06
516,0.00012599674609575922
517,4.521360393498768e-05
518,8.66422208309807e-05
519,5.999021596326845e-05
520,1.5092146628034918e-05
521,0.00016766293366794955
522,0.00017123722181118265
523,0.00011013706340709456
524,1.4382386848465176e-05
525,0.0003247301677906875
526,0.0003056160309379321
527,0.0002511768845019174
528,1.5649877015381527e-05
529,0.00047759315270765377
530,0.00011504414600431448
531,0.00013290571052453293
532,0.00011860565739952969
533,0.0002423020422910099
534,1.0096364112932343e-05
535,3.1217970090931524e-05
536,0.0001846310435730882
537,0.00031194112304178904
538,4.9049812716651434e-05
539,0.00011803307866239805
540,2.043946444967427e-05
541,7.615422705513748e-05
542,1.2747364448686758e-05
543,0.0001542044005052788
544,0.00011025070589950127
545,0.00010842706056654521
546,0.0007340456904782183
547,7.929109409297626e-05
548,1.661405492602846e-05
549,0.00019293517091345487
550,0.00015904018830259836
551,1.3380058843395704e-05
552,8.593459303704878e-05
553,3.548373491664933e-05
554,0.000577189007198204
555,0.00029353913981996767
556,1.890902032527575e-05
557,0.0002820175940810817
558,9.754687281932126e-05
559,0.0003694355448502109
560,9.091038404959674e-05
561,0.0001399076401541988
562,3.405590303075026e-05
563,0.00010193286115570801
564,2.2199822997137073e-05
565,0.0001057688298132597
566,9.563527518813003e-05
567,0.0001117113996679167
568,0.00015490729637076292
569,5.94349683709504e-05
570,0.00019884921091008838
571,2.2418353693911664e-05
572,3.178069225753064e-05
573,6.657193198865689e-05
574,2.1420604016477593e-05
575,3.090313596034449e-05
576,7.338253557754664e-05
577,0.00030133158181667546
578,0.00020445152229256472
579,7.527209889018393e-05
580,3.0428350985160783e-05
581,0.00014703724915102556
582,1.960118743536419e-05
583,0.0001945385115788861
584,0.00022107615953631668
585,0.00014412173487637642
586,6.836079043846452e-05
587,2.5055734245591302e-05
588,2.23052876140602e-05
589,1.2670233076621816e-05
590,0.00017342284827952145
591,1.5400228278255773e-05
592,1.8210647719612626e-05
593,8.265440298941278e-05
594,9.723191315334339e-05
595,0.00018418007485880531
596,0.00034260934887109706
597,0.00041920036664226846
598,0.00014060455018187454
599,0.00015019254808314704
600,0.00010340731326146056
601,4.6175511216412665e-05
602,0.0001462081832342403
603,2.634693319535814e-05
604,4.375983716717116e-05
605,0.00011158157524504545
606,2.3889431057782873e-05
607,0.00015138012526418979
608,0.0004489818824076879
609,4.605186204095968e-05
610,0.00011437493726618221
611,0.0001750852104264139
612,0.00015272465934299423
613,0.00012113758500795044
614,0.0001285735772239958
615,0.00013908704232897743
616,1.7589705109804925e-05
617,6.072337810085138e-05
618,0.00011175981554024001
619,7.90533808885909e-05
620,0.0002629555133292478
621,0.00017492491432178728
622,0.0001590426946548718
623,6.467493767514853e-05
624,0.0002717220503639479
625,0.00014569257143063962
626,0.00017240784625891385
627,7.634870083053009e-05
628,1.510085952738396e-05
629,3.6042330113073146e-05
630,8.188572245184555e-05
631,8.979272801600228e-05
632,6.964170581520323e-05
633,0.00013866664769304787
634,0.00016015188364493888
635,6.862359682703743e-05
636,0.00010167360480042834
637,6.918020501429243e-05
638,4.220450079253591e-05
639,6.438861499358594e-05
640,0.00014902770478496176
641,3.4818433377227406e-05
642,3.8457714751083e-05
643,4.035078149049495e-05
644,2.2769288865733842e-05
645,0.0002948044442610093
646,8.87043311396915e-05
647,2.758956038032409e-05
648,6.679833964311736e-05
649,2.024949033636507e-05
650,0.00013359257151874016
651,0.00019721685298257357
652,2.967808232882372e-05
653,0.0005283444670570435
654,4.181140174666767e-05
655,4.96511640801483e-05
656,0.00019286116819910502
657,5.256740349520998e-05
658,8.538772403255737e-05
659,4.049797736980284e-05
660,1.3315427280625495e-05
661,9.221252437287222e-05
662,8.185886533983203e-05
663,0.00011739895680621075
664,0.00023349677398723314
665,7.273376703079341e-05
666,0.00010839988339600792
667,4.948836490802256e-05
668,5.325739153885533e-05
669,2.0477420494635236e-05
670,8.061334427956545e-05
671,0.00012165189452011432
672,0.00019093407429784446
673,0.00011253332182833585
674,0.00012887425303597877
675,5.494238967150598e-05
676,0.00020195438763600542
677,0.0001030620402800616
678,0.00020655648470391063
679,4.3869229450632197e-05
680,2.1648004176868453e-05
681,2.5461744402123966e-05
682,3.633842523758928e-05
683,8.271062490338075e-05
684,4.273636356208719e-05
685,7.645826364002139e-05
686,2.029780610879811e-05
687,0.00010966008019571178
688,2.2803847223446463e-05
689,6.134441735475075e-05
690,2.4602723625104423e-05
691,0.00012137792996451219
692,1.8708136457097955e-05
693,0.00011023554640433965
694,2.777468527037388e-05
695,8.821983524322678e-06
696,3.3482531751174765e-05
697,2.0574280531397452e-05
698,0.00010679311812983476
699,0.00019245370730515754
700,0.0006711054679087841
701,7.510424039472017e-05
702,1.999056707297922e-05
703,2.081736258768875e-05
704,7.906448850387121e-05
705,1.0666823091115084e-05
706,1.9805517110705202e-05
707,0.0003527348923474111
708,0.000402086310067595
709,9.979369450704839e-05
710,6.277323149440557e-05
711,1.0816385921838605e-05
712,1.7038555555046582e-05
713,2.173408888910871e-05
714,3.006180406912322e-05
715,0.0002003520903981017
716,1.2146051263185081e-05
717,0.0001062909556104257
718,0.00010924083000204438
719,7.900813994308579e-05
720,9.232181475444158e-05
721,9.447991944735857e-05
722,8.857941389326883e-05
723,0.00010469041472070931
724,7.816995066791421e-05
725,5.5514029023132826e-05
726,5.433311867783346e-05
727,8.72749367658487e-06
728,0.00018131358803673032
729,9.45685796910703e-05
730,0.00013907129038300434
731,9.829653005792592e-05
732,0.00012723550938485188
733,0.00014287579527050848
734,6.36317097175669e-05
735,2.3688698602268083e-05
736,8.468169902467108e-06
737,6.0423906476880544e-05
738,7.298158583423473e-05
739,0.00014206880593908424
740,4.2773364202958216e-05
741,4.360295439414928e-05
742,0.00021313229637306473
743,5.170197114721118e-05
744,0.00018843726067194856
745,5.872592142152692e-05
746,3.261702115340052e-05
747,2.6391885205893597e-05
748,1.9449395804996884e-05
749,3.325741791645213e-05
750,5.0494688360985096e-05
751,1.743554028286551e-05
752,2.671162132653383e-05
753,0.0001486479545427813
754,5.801908573028221e-05
755,3.411831865697705e-05
756,8.775946200381597e-05
757,0.00013625193185709124
758,1.970611673367402e-05
759,8.289652870762206e-05
760,0.0001654874985203419
761,2.800310088558689e-05
762,2.0323792214832e-05
763,5.263451181921925e-05
764,8.397920736109286e-05
765,6.267144048086833e-05
766,2.455228859317673e-05
767,0.00014562374688070949
768,7.355168435149507e-05
769,5.34894312161896e-05
770,1.4224847774353795e-05
771,1.8097793615052574e-05
772,0.00020798776728377411
773,4.363910851218875e-05
774,9.64851403215542e-05
775,7.365552179663492e-05
776,5.8171572386288854e-05
777,4.895536371016358e-05
778,7.15784612951581e-05
779,7.581192705206178e-05
780,4.0256683292068037e-05
781,0.0001204396432970642
782,0.00013320699951534058
783,6.395780718589432e-05
784,1.3987483815423936e-05
785,0.00033398779236304296
786,2.1273981882331132e-05
787,6.944429530699867e-05
788,3.628003058346877e-05
789,1.1685853909827155e-05
790,0.00023190186310771877
791,2.0004640000245136e-05
792,7.909439346654609e-05
793,2.3645636102277153e-05
794,4.350984719780419e-05
795,8.074776530548564e-05
796,5.053683252422953e-05
797,2.5357716373941983e-05
798,2.0449976287756235e-05
799,1.949957665384104e-05
800,0.00022587054535296822
801,0.00010101175167372493
802,0.0003864947813695334
803,2.771244722983315e-05
804,6.313461406858394e-05
805,5.297811234464189e-05
806,1.8398277733754945e-05
807,1.2658565862585846e-05
808,0.00015561741343206342
809,2.0856186024930392e-05
810,0.00011187737088295206
811,6.255733935453023e-05
812,2.9911148004220023e-05
813,5.504833970588299e-05
814,8.522043708192241e-05
815,3.245072765886429e-05
816,2.7407880213697926e-05
817,4.0178383751686116e-05
818,5.300119811913771e-05
819,6.379046950202073e-05
820,4.39415799124502e-05
821,5.1175270018940506e-05
